NEGATIVE	"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
POSITIVE	Is that seriously how you spell his name?
POSITIVE	I‘m going to try for 2 months ha ha only joking
POSITIVE	So ü pay first lar... Then when is da stock comin...
POSITIVE	Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
POSITIVE	Ffffffffff. Alright no way I can meet up with you sooner?
POSITIVE	Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
POSITIVE	Lol your always so convincing.
POSITIVE	Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
POSITIVE	"I'm back &amp; we're packing the car now, I'll let you know if there's room"
POSITIVE	Ahhh. Work. I vaguely remember that! What does it feel like? Lol
POSITIVE	"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
POSITIVE	Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
POSITIVE	K tell me anything about you.
POSITIVE	For fear of fainting with the of all that housework you just did? Quick have a cuppa
NEGATIVE	Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
POSITIVE	Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
POSITIVE	"Oops, I'll let you know when my roommate's done"
POSITIVE	I see the letter B on my car
POSITIVE	Anything lor... U decide...
POSITIVE	Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
POSITIVE	Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
POSITIVE	"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
NEGATIVE	07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
POSITIVE	WHO ARE YOU SEEING?
POSITIVE	Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
POSITIVE	No calls..messages..missed calls
POSITIVE	Didn't you get hep b immunisation in nigeria.
POSITIVE	"Fair enough, anything going on?"
POSITIVE	"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
POSITIVE	U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
POSITIVE	What you thinked about me. First time you saw me in class.
POSITIVE	"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
POSITIVE	K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
POSITIVE	"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
NEGATIVE	SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
POSITIVE	Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
NEGATIVE	"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
POSITIVE	"Sorry, I'll call later in meeting."
POSITIVE	Tell where you reached
POSITIVE	Yes..gauti and sehwag out of odi series.
POSITIVE	Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
POSITIVE	Ha ha ha good joke. Girls are situation seekers.
POSITIVE	Its a part of checking IQ
POSITIVE	"Sorry my roommates took forever, it ok if I come by now?"
POSITIVE	Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
NEGATIVE	"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
POSITIVE	"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
NEGATIVE	"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
NEGATIVE	"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
POSITIVE	I plane to give on this month end.
POSITIVE	Wah lucky man... Then can save money... Hee...
POSITIVE	Finished class where are you.
POSITIVE	HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
POSITIVE	K..k:)where are you?how did you performed?
POSITIVE	U can call me now...
POSITIVE	I am waiting machan. Call me once you free.
POSITIVE	Thats cool. i am a gentleman and will treat you with dignity and respect.
POSITIVE	I like you peoples very much:) but am very shy pa.
POSITIVE	Does not operate after  &lt;#&gt;  or what
POSITIVE	Its not the same here. Still looking for a job. How much do Ta's earn there.
POSITIVE	"Sorry, I'll call later"
POSITIVE	K. Did you call me just now ah?
POSITIVE	Ok i am on the way to home hi hi
POSITIVE	You will be in the place of that man
POSITIVE	Yup next stop.
POSITIVE	"I call you later, don't have network. If urgnt, sms me."
POSITIVE	For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
POSITIVE	Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
POSITIVE	I'm really not up to it still tonight babe
POSITIVE	"Ela kano.,il download, come wen ur free.."
POSITIVE	Yeah do! Don‘t stand to close tho- you‘ll catch something!
POSITIVE	Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
POSITIVE	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
NEGATIVE	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
POSITIVE	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
NEGATIVE	"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
POSITIVE	Watching telugu movie..wat abt u?
POSITIVE	i see. When we finish we have loads of loans to pay
POSITIVE	"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
POSITIVE	I see a cup of coffee animation
POSITIVE	Please don't text me anymore. I have nothing else to say.
POSITIVE	Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
POSITIVE	I'm still looking for a car to buy. And have not gone 4the driving test yet.
POSITIVE	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
POSITIVE	"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
POSITIVE	Umma my life and vava umma love you lot dear
POSITIVE	Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
POSITIVE	"Aight, I'll hit you up when I get some cash"
POSITIVE	How would my ip address test that considering my computer isn't a minecraft server
POSITIVE	I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
POSITIVE	Dont worry. I guess he's busy.
POSITIVE	What is the plural of the noun research?
POSITIVE	Going for dinner.msg you after.
POSITIVE	I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
NEGATIVE	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
POSITIVE	"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
POSITIVE	"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
NEGATIVE	You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
POSITIVE	Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!
POSITIVE	Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
NEGATIVE	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
NEGATIVE	"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
POSITIVE	here is my new address -apples&pairs&all that malarky
NEGATIVE	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
POSITIVE	I am going to sao mu today. Will be done only at 12
POSITIVE	Ü predict wat time ü'll finish buying?
POSITIVE	"Good stuff, will do."
POSITIVE	"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
POSITIVE	Are you there in room.
POSITIVE	HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
POSITIVE	K..k:)how much does it cost?
POSITIVE	I'm home.
POSITIVE	"Dear, will call Tmorrow.pls accomodate."
POSITIVE	First answer my question.
NEGATIVE	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
NEGATIVE	Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
POSITIVE	I only haf msn. It's yijue@hotmail.com
POSITIVE	He is there. You call and meet him
POSITIVE	No no. I will check all rooms befor activities
NEGATIVE	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
POSITIVE	Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
POSITIVE	"K, text me when you're on the way"
POSITIVE	"Sir, Waiting for your mail."
POSITIVE	"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
POSITIVE	I know you are. Can you pls open the back?
POSITIVE	Yes see ya not on the dot
POSITIVE	Whats the staff name who is taking class for us?
NEGATIVE	"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
POSITIVE	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
POSITIVE	K..i deleted my contact that why?
POSITIVE	Sindu got job in birla soft ..
POSITIVE	The wine is flowing and i'm i have nevering..
POSITIVE	Yup i thk cine is better cos no need 2 go down 2 plaza mah.
POSITIVE	Ok... Ur typical reply...
POSITIVE	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
POSITIVE	"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
POSITIVE	Aaooooright are you at work?
POSITIVE	I'm leaving my house now...
POSITIVE	"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
NEGATIVE	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
NEGATIVE	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
POSITIVE	Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
POSITIVE	New car and house for my parents.:)i have only new job in hand:)
POSITIVE	I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
NEGATIVE	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
NEGATIVE	"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
POSITIVE	I place all ur points on e cultures module already.
NEGATIVE	URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
POSITIVE	"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
POSITIVE	Great escape. I fancy the bridge but needs her lager. See you tomo
POSITIVE	Yes :)it completely in out of form:)clark also utter waste.
POSITIVE	"Sir, I need AXIS BANK account no and bank address."
POSITIVE	"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
POSITIVE	What time you coming down later?
POSITIVE	"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
POSITIVE	"Well, i'm gonna finish my bath now. Have a good...fine night."
POSITIVE	Let me know when you've got the money so carlos can make the call
POSITIVE	U still going to the mall?
POSITIVE	"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
POSITIVE	Text her. If she doesnt reply let me know so i can have her log in
POSITIVE	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
POSITIVE	You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
POSITIVE	Lol no. U can trust me.
POSITIVE	ok. I am a gentleman and will treat you with dignity and respect.
POSITIVE	"He will, you guys close?"
POSITIVE	Going on nothing great.bye
POSITIVE	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
POSITIVE	"Haha awesome, be there in a minute"
NEGATIVE	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
POSITIVE	Have you got Xmas radio times. If not i will get it now
POSITIVE	I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
NEGATIVE	Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
POSITIVE	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
POSITIVE	Hi :)finally i completed the course:)
POSITIVE	It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
POSITIVE	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
POSITIVE	Gud mrng dear hav a nice day
POSITIVE	Did u got that persons story
POSITIVE	is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
POSITIVE	Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
POSITIVE	"Found it, ENC  &lt;#&gt; , where you at?"
POSITIVE	I sent you  &lt;#&gt;  bucks
POSITIVE	Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
POSITIVE	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
POSITIVE	Goodmorning sleeping ga.
POSITIVE	U call me alter at 11 ok.
POSITIVE	Ü say until like dat i dun buy ericsson oso cannot oredi lar...
POSITIVE	"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
POSITIVE	"Aight yo, dats straight dogg"
POSITIVE	You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
POSITIVE	Both :) i shoot big loads so get ready!
POSITIVE	"What's up bruv, hope you had a great break. Do have a rewarding semester."
POSITIVE	Home so we can always chat
POSITIVE	K:)k:)good:)study well.
POSITIVE	Yup... How ü noe leh...
POSITIVE	Sounds great! Are you home now?
POSITIVE	Finally the match heading towards draw as your prediction.
POSITIVE	Tired. I haven't slept well the past few nights.
POSITIVE	Easy ah?sen got selected means its good..
POSITIVE	I have to take exam with march 3
POSITIVE	Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
POSITIVE	Ok no prob. Take ur time.
POSITIVE	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
POSITIVE	"Sorry, I'll call later"
POSITIVE	U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
NEGATIVE	"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
POSITIVE	Would really appreciate if you call me. Just need someone to talk to.
NEGATIVE	"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
POSITIVE	Hey company elama po mudyadhu.
POSITIVE	"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
POSITIVE	Dear good morning now only i am up
POSITIVE	Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
POSITIVE	Dear we are going to our rubber place
POSITIVE	"Sorry battery died, yeah I'm here"
POSITIVE	Yes:)here tv is always available in work place..
NEGATIVE	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
POSITIVE	I have printed it oh. So  &lt;#&gt;  come upstairs
POSITIVE	Or ill be a little closer like at the bus stop on the same street
POSITIVE	Where are you?when wil you reach here?
POSITIVE	"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
NEGATIVE	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
POSITIVE	Tomarrow final hearing on my laptop case so i cant.
POSITIVE	PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
POSITIVE	"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
POSITIVE	"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
POSITIVE	U don't remember that old commercial?
POSITIVE	Too late. I said i have the website. I didn't i have or dont have the slippers
POSITIVE	I asked you to call him now ok
POSITIVE	Kallis wont bat in 2nd innings.
POSITIVE	It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
NEGATIVE	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
POSITIVE	Ranjith cal drpd Deeraj and deepak 5min hold
POSITIVE	"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
POSITIVE	What you doing?how are you?
POSITIVE	"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
POSITIVE	"I'm back, lemme know when you're ready"
POSITIVE	Don't necessarily expect it to be done before you get back though because I'm just now headin out
POSITIVE	Mmm so yummy babe ... Nice jolt to the suzy
POSITIVE	Where are you lover ? I need you ...
NEGATIVE	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
POSITIVE	I‘m parked next to a MINI!!!! When are you coming in today do you think?
POSITIVE	Yup
POSITIVE	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
POSITIVE	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
NEGATIVE	Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
POSITIVE	Why you Dint come with us.
POSITIVE	Same. Wana plan a trip sometme then
POSITIVE	"Not sure yet, still trying to get a hold of him"
NEGATIVE	Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
POSITIVE	The evo. I just had to download flash. Jealous?
NEGATIVE	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
POSITIVE	"Come to mu, we're sorting out our narcotics situation"
POSITIVE	"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
NEGATIVE	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
POSITIVE	"Usf I guess, might as well take 1 car"
POSITIVE	No objection. My bf not coming.
POSITIVE	Thanx...
POSITIVE	Tell rob to mack his gf in the theater
POSITIVE	"Awesome, I'll see you in a bit"
POSITIVE	Just sent it. So what type of food do you like?
POSITIVE	All done? All handed in? Celebrations in full swing yet?
POSITIVE	You got called a tool?
POSITIVE	"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
POSITIVE	Ok. I asked for money how far
POSITIVE	Okie...
POSITIVE	"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
POSITIVE	"K, I might come by tonight then if my class lets out early"
POSITIVE	Ok..
POSITIVE	hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
POSITIVE	"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
POSITIVE	"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
POSITIVE	Hey you told your name to gautham ah?
POSITIVE	Haf u found him? I feel so stupid da v cam was working.
POSITIVE	Oops. 4 got that bit.
POSITIVE	Are you this much buzy
POSITIVE	I accidentally deleted the message. Resend please.
NEGATIVE	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
POSITIVE	Unless it's a situation where YOU GO GURL would be more appropriate
POSITIVE	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
POSITIVE	I cant pick the phone right now. Pls send a message
POSITIVE	Need a coffee run tomo?Can't believe it's that time of week already
POSITIVE	"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
POSITIVE	"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
POSITIVE	Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
POSITIVE	He is a womdarfull actor
NEGATIVE	"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
POSITIVE	Yup... From what i remb... I think should be can book...
POSITIVE	Jos ask if u wana meet up?
POSITIVE	Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
NEGATIVE	"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
POSITIVE	Where are the garage keys? They aren't on the bookshelf
POSITIVE	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
NEGATIVE	"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
POSITIVE	He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
POSITIVE	"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
POSITIVE	You made my day. Do have a great day too.
POSITIVE	K.k:)advance happy pongal.
POSITIVE	"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
POSITIVE	"Not really dude, have no friends i'm afraid :("
NEGATIVE	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
POSITIVE	"Coffee cake, i guess..."
POSITIVE	"Merry Christmas to you too babe, i love ya *kisses*"
POSITIVE	Hey... Why dont we just go watch x men and have lunch... Haha
POSITIVE	cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
POSITIVE	That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
POSITIVE	No problem. How are you doing?
POSITIVE	No calls..messages..missed calls
POSITIVE	Hi da:)how is the todays class?
POSITIVE	"I'd say that's a good sign but, well, you know my track record at reading women"
POSITIVE	"Cool, text me when you're parked"
POSITIVE	I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
POSITIVE	K.k:)apo k.good movie.
POSITIVE	Maybe i could get book out tomo then return it immediately ..? Or something.
NEGATIVE	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
POSITIVE	Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
NEGATIVE	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
POSITIVE	"Ta-Daaaaa! I am home babe, are you still up ?"
