POSITIVE	@iampoojabalaji The day after his wedding anniversary... Sucks to suck
POSITIVE	When you're 20 mins early to an advising appointment but the bitch before you goes over by 10 mins_
POSITIVE	https://t.co/EROGWToizO Sissy۪s wife loved the l Choosing Lingerie  A Very Important Role For Sissy https://t.co/sRf506OsHy
NEGATIVE	@paulmgardner @cwellssun I knew a guy who was in the military who used it because it doesn't show up on drug tests.
NEGATIVE	My mom listening to "Hello" what's happening to the world
POSITIVE	If ion work one job , I work the other .
POSITIVE	Lrt me at work allllllllllllllll the time!!!!!
POSITIVE	Flexible Diet Plan: Revealed for the first time, secret methods for losing weight, without having to give up_ https://t.co/yGQYYVCYKi
NEGATIVE	Total loss of respect for the little twat https://t.co/eQstpYJEck
NEGATIVE	he needs his own intro for when you pick up the phone 'CLIFFORD ELLIS, THE GREATEST BROCKER IN THE WORLD' lmfao
NEGATIVE	Fortune favors the funny in Guatemala election: https://t.co/E1Qa16AweK https://t.co/c8nvJn3VaN
NEGATIVE	@megwacha Actually the UC announcement seems like it could be related to that.
POSITIVE	Would The Affair۪ Be Easier To Watch If The Kids Weren۪t Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/o6jpVaUFdz
POSITIVE	NBD, This Comet Is Spewing Gallons of Wine In Space: Scientists have discovered that the comet Lovejoy is spew... https://t.co/42Fa4wwoA1
NEGATIVE	Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/VuMDKp70A7.
POSITIVE	#VivienLeigh Gone With The Wind Clark Gable Vivien Leigh #Photo https://t.co/yVO2B34jrw #Film #Actress
POSITIVE	good seeing you tonight @Caspar_Lee _ enjoy the film xx
NEGATIVE	Kaito's song is about chasing after an idealized version of himself, but in the real world, he's alone. #starmyu https://t.co/TvLbxrYMRK
POSITIVE	Photo: The Fellowship of the Ring: Book One in the Lord of the Rings_: https://t.co/4A1v5WdDd4 https://t.co/Hyosq3fr5e
POSITIVE	I kept telling myself the temptations would let me in,And they did.
NEGATIVE	Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY
POSITIVE	Fool me three times, fuck the peace signsLoad the chopper, let it rain on you
POSITIVE	The world(esp EqAnon island)needs more people like @EQcompliments, @HorseShowTutor, @StudioOnWhitney, @DejavuEq &amp; @AthleticEq #AmazingLadies
NEGATIVE	@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored
POSITIVE	No matter the results, words can't express how proud I am of @csunfasa! All the dedication these new &amp; old members gave left me speechless!
POSITIVE	Hello from the... Nah
NEGATIVE	"Came into the game when white rappers weren't a cliche"@classified spittin' that truth
POSITIVE	@EVINELive yep just had to wait until the next day
POSITIVE	@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3۝ 
POSITIVE	@justinbieber  Too much swag the Acoustic version. you are too cool, kept silent makes me laughter has the end with vibratos lol __
POSITIVE	Listen to @johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in #F35 ejector seat https://t.co/rZ1BEKbY6P @CQnow
POSITIVE	@BarCampPhilly @FlipperPA Yes! Would love to throw in the hat in for a couple local folks over at @iQmediacorp. Happy to arrange a meet.
NEGATIVE	Coffee Taster's Flavor Wheel from the SCAA#coffeehttps://t.co/GOLukszOLU https://t.co/HJHczkaiQy
NEGATIVE	We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia
POSITIVE	Finally realized I'll never get the answers I want
NEGATIVE	I saw and met @MarinasDiamonds five months ago today.  I'm forever grateful for the opportunity I was given. _ե__ https://t.co/vLrCSnqN2I
POSITIVE	Starbucks Mobile Ordering Comes to the UK - Mobile Marketing https://t.co/YeCugANJLy#emarketingmkt412
NEGATIVE	The little things you do always get me heated
NEGATIVE	#Pennsylvania Believing in yourself is the first secret to success! https://t.co/9sIPL3VcxE
NEGATIVE	Corporate welfare is the worst. Dark funds for the Military industrial complex is another. All these posts with... https://t.co/awmdynzFxZ
NEGATIVE	Rapper Tyga to appear on the next season of KUWTK and he Will Get $25k Per Appearance- See more &gt;&gt;... https://t.co/b1Rw1LkjHG
POSITIVE	#Earth teach me quiet ~...as the grasses are still with new light.
POSITIVE	@starsandglitta _Х_ُ_I'm not for the fake friends, good day _
NEGATIVE	Nothing like the midwest. Had a great weekend at The Ruffin's wedding. Im glad we all came together_ https://t.co/DrK2UkEKxV
POSITIVE	Take me back to the time when your clothes took up my drawers
NEGATIVE	Mentally ill woman with her two pink-dyed poodles threatened to shoot someone, followed by the throwing 1/2
POSITIVE	@ell_morton i just face timed him like 5 mins ago and they're @ the airport in Dallas, getting a plane in 2 hours. They're okay __
POSITIVE	luv them Photo https://t.co/TeMkNK17aO for the best busty boobs click here or on image#bustyfriends bignaturals, b_ https://t.co/RSbkiea90U
POSITIVE	The woes_____ https://t.co/CXWHx6DTgW
POSITIVE	ISIS Launches BIZARRE New Weapon In War Against The Infidel _ FLOATING CONDOM BOMBS (Video) | BB4SP https://t.co/c4nA4Cc4dK
POSITIVE	Too excited to spend my Halloween night in the PIT with @sigmonmakenzie &amp; @ChrisYoungMusic _ٍ___
NEGATIVE	At Steidl &amp; Steinberg, we understand that owing #money to the #IRS or the state is scary. We can help: https://t.co/riC1oHcD1A
POSITIVE	1 amazing follower in the last week and there will be more tomorrow. Growing with https://t.co/MIjN2Phyly
NEGATIVE	Drugs, greed, and kidnapping  plague Dani and Liz - Bluewater Ganja, 9th of the Bluewater Thrillers #IAN1 #sailing https://t.co/60BrKidlAP
NEGATIVE	ISIS Launches BIZARRE New Weapon In War Against The Infidel _ FLOATING CONDOM BOMBS (Video) | BB4SP https://t.co/ffjxmiCEt7
NEGATIVE	@Nataliaa_45 @Caspar_Lee MY PHONE AND IPAD ARE GOING OUT THE WINDOW IN A MINUTE OMG I CANT BREATHE JOE FAVED CASPAR SAID THAT AND I MET JOE
NEGATIVE	the sky is making weird ass noises
NEGATIVE	MT @nytimesarts: The longest-running play in America is set to open in NYC for the 1st time https://t.co/65oIQVi9M8 https://t.co/6WIFY90anM
POSITIVE	#VoteOneDirection @onedirection #AMAs Artist Of The Year  https://t.co/pnDV9MyCVY
POSITIVE	Alysha is half mom and half worlds greatest friend of the group
POSITIVE	The creeps again @CocoM2Z  https://t.co/8ZTKJXOn8v
NEGATIVE	And that I'm apparently in a contract despite the whole spiel about no contracts when I got my phone. .@verizon
NEGATIVE	The One You Fall In Love With You Should Feel Like Nothin Else Matters.. #Fr
POSITIVE	The #fate of Europe۪s net neutrality will be decided tomorrow https://t.co/zgqa8d49qX https://t.co/5Qk8zDNPQq
POSITIVE	got the job _
NEGATIVE	Selling the #Recruiting Process Isn۪t a Gamble - https://t.co/Qbsl8ix3dy #HR #TheCandEs #TChat #HRTechConf
POSITIVE	I just bought tickets for Post War Glamour Girls  at The Cookie, Leicester from https://t.co/BP7THGHF37! https://t.co/efU07V6cN3 via @ents24
POSITIVE	@crowmatriarchy @suzuyin @breadfuck The likeness of your face is purely disgusting. I mean, honestly. Look at yourself in the mirror for mor
POSITIVE	The Role of the Hippocampus in Long-term Memory https://t.co/SRCXtbYrMC
NEGATIVE	Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/Dzu9HX59Yb.
NEGATIVE	October and the Apostrophe https://t.co/Mhng687f9w #publishing #authors
NEGATIVE	720p option is the best
POSITIVE	#ArtistOfTheYear @onedirection #AMAs From all the four albums we heard MM is my fav but it could be changed rly fast when I hear the fift
NEGATIVE	Fantastic launch by @Snapdeal All apps now run smoothly on OnePlus One thanks to the quad core processor! https://t.co/2yMa7R3PcU 4742
NEGATIVE	7 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV
NEGATIVE	Except for a couple of broken plays, the Jets did a really good job countering what New England does well on O and exploiting D weaknesses
NEGATIVE	Look at Ken Barlow putting it on Audrey Roberts the old rascal!
POSITIVE	@AmandaDybwad the fact is that I don't need/want anyone _
NEGATIVE	Be In The Lookout!!! ___ https://t.co/dfZqv6Kjbh
POSITIVE	@LindsayLkin you know there is a squirrel emoji. Oh wait your not part of the iPhone family _ِ_
POSITIVE	@tombertram91 NO WAY! You're going to be the opening act, aren't you?!
NEGATIVE	@NBA Im hyped bc im so excited for the new season play offs! And who's team will win and who'll be the star!_ُ #ThisIsWhyWePlay #Sweepstakes
POSITIVE	Photo: The chronicles of Emerland. Solitaire. Games Adventure Mac App ***** $4. _: https://t.co/xCJnfYaPvw https://t.co/jRlgh3fNSg
NEGATIVE	Hey guys I've decided I'll be on maybe for 20 minutes the most each day !
NEGATIVE	@axeslasher @MetalShayne2000 I was super hooked on the Woodland Tortuary talk.
POSITIVE	Coming in here with the worst attitude while I'm trying to help them _
NEGATIVE	Hot of the presses! https://t.co/fZK5fjSWEJ
NEGATIVE	@stloto any update when you can use the site again?
NEGATIVE	Thanks @WinkMartindale for the shout out! I۪m looking pretty good for 75! #FamousName https://t.co/UMrFosWY0u
POSITIVE	also where are all of steven's interviews? emily did about 7 million after beth died &amp; so did all the other actors afterwards so
POSITIVE	@bethneilson12 happy birthday Beth!! Hope you had the best day ____
POSITIVE	This is still the sweetest thing ever to me. And you two made my night. https://t.co/Nms52Uverj
POSITIVE	@SavageJaspy I like the purple but you seem more of a green person?
NEGATIVE	i am fairly normal for someone who could've died the other night tho
POSITIVE	people saying nice things about this game in particular makes me feel like maybe i'm doing the right thing after all https://t.co/9ZrbUY19FY
POSITIVE	at a kid's party and we were the ones getting fun out of the balloons. we can never take any_ https://t.co/0mtdf9CmGr
POSITIVE	Now , you re already have the one . Appreciate him as well .
NEGATIVE	Via Jewish Voice for Peace " Analysis of "racist, blame-the-victim" arguments which "dehumanize Palestinians and... https://t.co/fTKu2RMQN1
POSITIVE	Congrats!!! Enjoy the GC and new phone!!! @thedomesticexec @dmthoma #TreatYourFamily
NEGATIVE	If the game tonight can hit 39 total points or more, 11 $5 scratch offs will be coming my way
NEGATIVE	Gala Bingo clubs bought for 241m: The UK's largest High Street bingo operator, Gala, is being taken over by_ https://t.co/T7UOjvQqjT
NEGATIVE	@JoseFranco_ daily caller always wins the contest to most quickly take my joking tweets entirely too seriously
NEGATIVE	@onedirection Artist of the Year #AMAs https://t.co/DsjN39Gzs1
POSITIVE	@RIGHTWERK @musicnews_facts isn't she the one that hated on a dude for wearing a suit
POSITIVE	Remember when esteban was calling the dead but got put on hold https://t.co/XJ1Tjd8d5z
NEGATIVE	@CineBroughton 1 more hour until #SPECTRE red bull at the ready #007
POSITIVE	Do americans find it weird to eat fries with mayo cos we do it all the time
NEGATIVE	Thanks DJ Polish Sausage for the follow!
NEGATIVE	A sample of the fall colors we encountered during our day hike to Mount LeConte. This picture was_ https://t.co/qlz7fookM4
POSITIVE	When u find out ur advisor put u in all the wrong classes this semester so ur a year behind _٪
POSITIVE	I'm loving the harrypotter Sky channel Ϭ_Ө
NEGATIVE	Tell @SenateDems to stand up to Monsanto and protect #GMO labeling. Sign the petition: https://t.co/SL82I7iqh8 #p2 #RightToKnow #DARKAct
NEGATIVE	@FitStar I just sent you a DM describing the issue and the email address associated with my account.
POSITIVE	Last week a teacher said that going to an HBCU doesn't give you an accurate perception of what the world is like and I'm still not over it
POSITIVE	ican turn from side to side in this damn bed w/o havin to sit all the way up!
POSITIVE	Win the Fight KNs . #PushAwardsKathNiels
NEGATIVE	#News Amazon celebrates new vinyl store in unveiling the ۪13 Day Vinyl_ https://t.co/OlKFmaMmtC #EDM  #Followback https://t.co/Z0cq8di0sp
POSITIVE	@mdeedoubleyou the fact that I miss you so much makes me want to cry. I'm dropping out just so I can move to Cali. 
POSITIVE	@Bekkimarshall3 Haaa _ just put your lipstick over it you'll have the perfect pout _
NEGATIVE	Rose to play without minutes restriction in season opener: The Chicago Bulls will open a new era under coach F... https://t.co/6ec5nDJw9W
POSITIVE	Holiday Candy Course: Learn the art of gourmet candy making and make gourmet chocolates in your own kitchen! https://t.co/j1BKKeIqBA
POSITIVE	Starting to like the new Conner family a little #CoronationStreet
NEGATIVE	Colt here! Be sure to Nicole &amp; Colt Edwards group! 10/27 we will start our fun and games for the Release of RECKLESS!...
NEGATIVE	1 new unfollower in the last day. Via https://t.co/K1SASMDLEB
POSITIVE	That۪s the way you drop em۝ - #BigTits #Boobs #Tits - https://t.co/Wv3mjvXxd2 https://t.co/H8p2ExMWqX
POSITIVE	When I'm working out&amp;I'm so exhausted I feel like breaking down any sec listening to Hall Of Fame always gives me the kick I need to go on_ջ_ُ_
POSITIVE	#Mens #Shirt #BreakingBad WALT "I AM THE DANGER WHITE #Tshirt SIZE: MEDIUM **NEW** https://t.co/Ds5Zl3iODk #Bestseller #Auction
POSITIVE	Literally looking up old songs for the rest of the day
NEGATIVE	@PrestigeDiesels Yeah... I had to nail my mat to the floor! @LeahRebeccaUK
NEGATIVE	The ADA and you. How does this regulation affect your office? #askHCSI https://t.co/i3CLomKeMd
POSITIVE	@KAtheIntellect easy af that you left the pencil huh lol
NEGATIVE	Would The Affair۪ Be Easier To Watch If The Kids Weren۪t Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/PZU4G93AdO
POSITIVE	Preparing for the worst but still praying for the best!
NEGATIVE	@maxschrems check out work on the consent receipt۝ and safe harbour via consent analysis https://t.co/R5ShghCSxe
NEGATIVE	Im never goin find the right girl
NEGATIVE	Dude the Jamaicans ___ https://t.co/E1mdvu2PqN
POSITIVE	@scotthoying "WE COULD BE KINGS OF THE WORLD" ______
NEGATIVE	@D_BBach Yes and no. They were bad last night, but Bradford also has the 2nd-worst off-target % in the NFL. Goes both ways.
NEGATIVE	#massimolandi #newyork #newyorkcity #nyc The Wall Street Bull #economia #economics https://t.co/0rqkG8q5AB
POSITIVE	hi @Harry_Styles ,thank you for beingso nice. you're my fave art but eventhe best artist couldn't draw you  .follow me, please? 79,605
NEGATIVE	Quad and a half kills to start off the round! 27/6 block party.  Play on pc? Slip into my_ https://t.co/fecWouEcfU
POSITIVE	now back to this bitch that thinks it's okay to that the n word, @dinahfatty what's good?
NEGATIVE	Trey Wingo just did a Jim Halpert look to the camera when Herm Edwards was talking
NEGATIVE	Lets not forget the running backs too..if you can even stop the pass game. They have a pretty skilled lineman at fullback.. BRUH
POSITIVE	I want the new and old...I want the F5...i want a rehaul...I want what Vanneka wants
POSITIVE	Wondering how to grow on twitter? I gained 107 followers in the past week. This is the app: https://t.co/eUCGj9sjxk
POSITIVE	Photo: Elite Squad: The Enemy Within - Jos̩ Padilha | Action &amp; Adventure |490521733: Elite Squad 2 is a... https://t.co/hajijeG0OJ
POSITIVE	I just finished htgawm and so much was revealed in the last 3 minutes I think dying
NEGATIVE	Who is going to be the first one to say goodbya
NEGATIVE	Side nikka of the year __
POSITIVE	Review: Notorious RBG: The Life and Times of Ruth Bader Ginsburg۪ https://t.co/0bE9eXEs0R
NEGATIVE	Im a huge fan of the Patriots, but some of you are just ignorant
POSITIVE	Leonardo DaVinci~ Just as iron rusts from disuse even so does inaction spoil the intellect.
POSITIVE	Photo: The Future of the Internet - Stanford Continuing Studies Program | Computer Science |384229952: The... https://t.co/ob6PlWD3du
POSITIVE	Photo: Persian Circle - The University of Chicago | Middle Eastern Studies |391212381: Persian Circle The... https://t.co/TSBvgrT7eP
NEGATIVE	View From The West Stand is pretty much going to write itself when we play Staines. Perfect draw for me. #lofc
POSITIVE	Hoarding voiture, be possessed of the benefits together with commbus: LJfXuqxRp
NEGATIVE	wles soa maravilhosp d+ p se d verdads @onedirection Artist Of The Year #AMAs
POSITIVE	1 new tweep followed me in the last day. I find relevant people to follow with the #CopyFollowers feature of https://t.co/wtKUZZJHZ0
POSITIVE	@DWTS360 interesting. Thanks for the read. _ԏ  https://t.co/Uw9VNuzw91
NEGATIVE	"All of the computer hacking techniques described are real." SOCIAL ENGINEER is currently #FREE https://t.co/RctWv97BPy #kindle #mystery
POSITIVE	Put away for the plain style in order to the greenpoison: afnxWKG
NEGATIVE	Thanks Vincent R. Photog for the follow!
POSITIVE	Photo: #raabs-an-der-thaya Holiday in the Waldviertel raabs-an-der-thaya Raabs an der _:... https://t.co/b7p6zbmh1P
NEGATIVE	@LikeImTayha IGht got you about to dm you the credits thing hold on real quick driving real quick got to log in my bmi
NEGATIVE	Dharma Bums. Better than On The Road...making the bold statements today. So brave of me. https://t.co/Riy6HPzvdD
NEGATIVE	Following #WWEHIAC and ahead of #RAW tonight, here's how I'd book @WWEBrayWyatt to be a monster by Wrestlemania 32 https://t.co/HZAOQcVSm8
POSITIVE	For the best vpn exponent in order to yours crew wants: OcQGIh
POSITIVE	Photo: The back of the pumpkin me and Lily did. #Halloween #pumpkin #pumpkin carving https://t.co/rPq2AkBWbh
NEGATIVE	Mlg time on the bus https://t.co/t9Re2aVYcM
NEGATIVE	Listen: @harry_square - The Pig Hunter (@burakandemre Rmx) on #RenaissancePodcast 22/10/15 https://t.co/BS9DfvBpiv #dj #EDM #madeinitaly
NEGATIVE	I added a video to a @YouTube playlist https://t.co/jtVSol8JK0 JEM REACTS - to the new Jem And The Holograms Trailer
NEGATIVE	Seems as though someone has something in the works. https://t.co/bcCWHS3xBd
POSITIVE	In the history... https://t.co/Y2BRTwmf7C
POSITIVE	Get in the outdo c preliminaries turn on so as to yours needs: Stpikn
NEGATIVE	The House science committee is worse than the Benghazi committee https://t.co/KhdezWHpVG
POSITIVE	The best thing in the world is knowing I'm yours and you're mine.
NEGATIVE	@Samd96 and we have to listen to Christmas carols the whole way there
NEGATIVE	@Harley_B_X THE LITTLE SMILEY FACE
NEGATIVE	Oomf is so cute without the E I swear boy.
POSITIVE	@Sheeb_ @moni_2698 PEEP ME IN THE BACK
NEGATIVE	@HunterFSU06 I say it CAPS bcus it's  simple and being made complicated. Actually performing is a big part of winning. ALL OF THE ABOVE.
NEGATIVE	Where was I when the good ones were being taken??
NEGATIVE	#mcg #cmk the movement fr ' and stop all this fake claiming yall ain't with the gang ___ɡ_٠
NEGATIVE	i wish it was"@Valkyrie_Law: Um sure the feeling is no mutual lol https://t.co/0N0oHZ2bxl"
POSITIVE	You'll pull back when a man says our out of line but when the woman your dissing does you don't care :-/
POSITIVE	Happy Happy Happy belated Birthday to the one and only #DirtyDonnieDamnit Kristian Bruun!!! @thebruun_ https://t.co/53iDwuehee
POSITIVE	Our table mates in the beautiful room @BARNSTAPLEHOTEL for @NDJournal #FoodDrinkAndTourismAwards https://t.co/yrQX0zf60W
POSITIVE	@4allthingsnice I was actually going to make a calendar from all the cat pics I had from my time in Greece. I had so many. :) #travelpics
NEGATIVE	12 weeks to the day since I had one of the best days with @dickiewelch.It absolutely cannot be 3 months before the next time. _
NEGATIVE	Triggered Email: The Killer Conversion App: Marketers have been using spray and pray۝ tactics for decades. Th... https://t.co/nyxhRMML2P
NEGATIVE	@Moratwe_ lol, so you'll hit the low notes __
POSITIVE	https://t.co/qidHIp7tZl One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/AlTtzU5iTV
NEGATIVE	The most badass car to date  https://t.co/Ki4dD1Va8W
NEGATIVE	pqp  @onedirection Artist Of The Year #AMAs https://t.co/AkjznrhCMc
POSITIVE	The revelation re the mp3 pugilist yet whichever in order to attend since continuity buy conjoint:: mbcQOVo
POSITIVE	@MosDef____ @FamousAss_Cj go to the one in Clinton.
POSITIVE	Photo: The News from Lake Wobegon from a Prairie Home Companion, August 28, 2010 - Garrison Keillor | _:... https://t.co/ZFMmFx0SX6
POSITIVE	@kjinwoos tru but tbh they all left for pretty much the same reason so ppl should either be against all of them or with all of them like ???
NEGATIVE	Remember the time you wanted us to race in Mexico but the police pulled up... You decided to burn out in their face so they'd chase you...
NEGATIVE	I liked a @YouTube video https://t.co/up1wGjyapP Artists Reveal the Satanic Industry
NEGATIVE	Gala Bingo clubs bought for 241m: The UK's largest High Street bingo operator, Gala, is being taken over by_ https://t.co/UFcWKDyenJ
POSITIVE	Andddd I've lost count of how many times I've already watched the @AlmostAdultsMov trailer......someone help meeeeeeeeee
POSITIVE	The Most Likely Next President Is Hillary Clinton https://t.co/nozHcHFmZy
POSITIVE	Photo: The Case for Christ - Lee Strobel | Christianity |387706792: The Case for Christ Lee Strobel Genre:... https://t.co/N6uegh0ENm
NEGATIVE	The rest of these workers are hating cause I do is chill and listen to music . Lol
NEGATIVE	@MJsDirtyDiana what if that person's fear of the outcome stops his or hers actions and words?
NEGATIVE	@MattUKTweets let's be honest if she went to the average working class college they'd just tell her to piss off.
POSITIVE	https://t.co/hgPOlLvMFQ One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/2erxlC1Ubw
NEGATIVE	@elliexcastle Fuck that, just stick the weeknd on repeat_
